"y","llm","topic","quiz","item","quiz_id"
1,"grok-4-1-fast-reasoning","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"grok-4-1-fast-reasoning","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Pediatrics","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-001","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Emergency Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-002","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Obstetrics and Gynecology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-003","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Anesthesiology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-004","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Psychiatry","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-005","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","General Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-006","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Ophthalmology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-007","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Orthopedic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-008","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"kimi-k2-thinking","Critical Care Medicine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-009","ABMS20260101_gpt-5.1-2025-11-13_p01"
0,"kimi-k2-thinking","Neurology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p01-010","ABMS20260101_gpt-5.1-2025-11-13_p01"
1,"claude-haiku-4-5-20251001","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"claude-haiku-4-5-20251001","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-haiku-4-5-20251001","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"claude-opus-4-5-20251101","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"claude-opus-4-5-20251101","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"deepseek-v3.2","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"deepseek-v3.2","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"deepseek-v3.2","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"deepseek-v3.2","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"deepseek-v3.2","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"deepseek-v3.2","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"deepseek-v3.2","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"deepseek-v3.2","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"deepseek-v3.2","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"deepseek-v3.2","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gemini-2.5-flash-lite","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gemini-2.5-flash-lite","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-2.5-flash-lite","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gemini-3-pro-preview","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-3-pro-preview","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-3-pro-preview","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-3-pro-preview","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-3-pro-preview","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gemini-3-pro-preview","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-3-pro-preview","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-3-pro-preview","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gemini-3-pro-preview","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gemini-3-pro-preview","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gpt-5-nano-2025-08-07","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gpt-5-nano-2025-08-07","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5-nano-2025-08-07","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gpt-5.1-2025-11-13","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"gpt-5.1-2025-11-13","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"gpt-5.1-2025-11-13","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-0709","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-0709","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-0709","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-0709","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-0709","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"grok-4-0709","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"grok-4-0709","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-0709","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"grok-4-0709","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-0709","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"grok-4-1-fast-reasoning","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-1-fast-reasoning","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-1-fast-reasoning","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-1-fast-reasoning","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-1-fast-reasoning","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-1-fast-reasoning","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-1-fast-reasoning","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"grok-4-1-fast-reasoning","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"grok-4-1-fast-reasoning","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"grok-4-1-fast-reasoning","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"kimi-k2-thinking","Dermatology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-001","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"kimi-k2-thinking","Urology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-002","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"kimi-k2-thinking","Otolaryngology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-003","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"kimi-k2-thinking","Physical Medicine and Rehabilitation","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-004","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"kimi-k2-thinking","Plastic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-005","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"kimi-k2-thinking","Neurological Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-006","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"kimi-k2-thinking","Radiation Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-007","ABMS20260101_gpt-5.1-2025-11-13_p02"
1,"kimi-k2-thinking","Thoracic Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-008","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"kimi-k2-thinking","Vascular Surgery","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-009","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"kimi-k2-thinking","Cardiovascular","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p02-010","ABMS20260101_gpt-5.1-2025-11-13_p02"
0,"claude-haiku-4-5-20251001","Endocrine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-001","ABMS20260101_gpt-5.1-2025-11-13_p03"
0,"claude-haiku-4-5-20251001","Gastrointestinal","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-002","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-haiku-4-5-20251001","Pulmonary","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-003","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-haiku-4-5-20251001","Nephrology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-004","ABMS20260101_gpt-5.1-2025-11-13_p03"
0,"claude-haiku-4-5-20251001","Hematology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-005","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-haiku-4-5-20251001","Immunology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-006","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-haiku-4-5-20251001","Rheumatology/Musculoskeletal","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-007","ABMS20260101_gpt-5.1-2025-11-13_p03"
0,"claude-haiku-4-5-20251001","Infectious Disease","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-008","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-haiku-4-5-20251001","Medical Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-009","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-haiku-4-5-20251001","Allergy/Immunology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-010","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Endocrine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-001","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Gastrointestinal","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-002","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Pulmonary","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-003","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Nephrology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-004","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Hematology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-005","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Immunology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-006","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Rheumatology/Musculoskeletal","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-007","ABMS20260101_gpt-5.1-2025-11-13_p03"
0,"claude-opus-4-5-20251101","Infectious Disease","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-008","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Medical Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-009","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"claude-opus-4-5-20251101","Allergy/Immunology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-010","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Endocrine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-001","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Gastrointestinal","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-002","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Pulmonary","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-003","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Nephrology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-004","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Hematology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-005","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Immunology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-006","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Rheumatology/Musculoskeletal","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-007","ABMS20260101_gpt-5.1-2025-11-13_p03"
0,"deepseek-v3.2","Infectious Disease","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-008","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Medical Oncology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-009","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"deepseek-v3.2","Allergy/Immunology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-010","ABMS20260101_gpt-5.1-2025-11-13_p03"
0,"gemini-2.5-flash-lite","Endocrine","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-001","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"gemini-2.5-flash-lite","Gastrointestinal","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-002","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"gemini-2.5-flash-lite","Pulmonary","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-003","ABMS20260101_gpt-5.1-2025-11-13_p03"
1,"gemini-2.5-flash-lite","Nephrology","gpt-5.1-2025-11-13","ABMS20260101_gpt-5.1-2025-11-13_p03-004","ABMS20260101_gpt-5.1-2025-11-13_p03"
